id,end_update_time,province,city,county,address,type
803,2022-11-28 11时,北京市,朝阳区,小红门（地区）乡,肖村602号周围（555-560、602-606、593）,高风险
804,2022-11-28 11时,北京市,朝阳区,小红门（地区）乡,肖村342号,高风险
805,2022-11-28 11时,北京市,朝阳区,小红门（地区）乡,四道口28号,高风险
806,2022-11-28 11时,北京市,朝阳区,小红门（地区）乡,喆啡酒店（龙爪树村南里68号）,高风险
807,2022-11-28 11时,北京市,朝阳区,小红门（地区）乡,鸿博家园一期A区2号楼1单元,高风险
808,2022-11-28 11时,北京市,朝阳区,小红门（地区）乡,成寿寺路店速8酒店,高风险
809,2022-11-28 11时,北京市,朝阳区,小红门（地区）乡,圣朝菲15号楼,高风险
810,2022-11-28 11时,北京市,朝阳区,小红门（地区）乡,圣朝菲18号楼1单元,高风险
811,2022-11-28 11时,北京市,朝阳区,小红门（地区）乡,鸿博家园二期A2号楼2单元,高风险
812,2022-11-28 11时,北京市,朝阳区,小红门（地区）乡,四道口53号,高风险
813,2022-11-28 11时,北京市,朝阳区,小红门（地区）乡,鸿博家园二期C区5号楼1单元,高风险
814,2022-11-28 11时,北京市,朝阳区,小红门（地区）乡,鸿博家园二期C区13号楼2单元,高风险
815,2022-11-28 11时,北京市,朝阳区,小红门（地区）乡,鸿博家园二期B区6号楼1单元,高风险
816,2022-11-28 11时,北京市,朝阳区,小红门（地区）乡,鸿博家园一区A区13号楼1单元,高风险
817,2022-11-28 11时,北京市,朝阳区,小红门（地区）乡,红寺村282号,高风险
818,2022-11-28 11时,北京市,朝阳区,小红门（地区）乡,鸿博家园一期B区6号楼4单元,高风险
819,2022-11-28 11时,北京市,朝阳区,小红门（地区）乡,红寺村294号,高风险
820,2022-11-28 11时,北京市,朝阳区,小红门（地区）乡,鸿博家园一区5号楼2单元,高风险
821,2022-11-28 11时,北京市,朝阳区,小红门（地区）乡,成寿寺路66楼8单元,高风险
822,2022-11-28 11时,北京市,朝阳区,小红门（地区）乡,肖村566号,高风险
823,2022-11-28 11时,北京市,朝阳区,小红门（地区）乡,牌坊村216号,高风险
824,2022-11-28 11时,北京市,朝阳区,小红门（地区）乡,鸿博家园二期B区5号楼2单元,高风险
825,2022-11-28 11时,北京市,朝阳区,小红门（地区）乡,牌坊村67号,高风险
826,2022-11-28 11时,北京市,朝阳区,小红门（地区）乡,恋日绿岛小区2号楼,高风险
827,2022-11-28 11时,北京市,朝阳区,小红门（地区）乡,鸿博家园二期B区1号楼2单元,高风险
828,2022-11-28 11时,北京市,朝阳区,小红门（地区）乡,三台山周转房西五,高风险
829,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,20号院4号楼2单元,高风险
830,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,弘善家园114号楼,高风险
831,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,弘善家园206号楼,高风险
832,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,弘善家园G区308号楼,高风险
833,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,弘善家园K区311楼1单元,高风险
834,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,弘善家园L区206号楼,高风险
835,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,弘善家园L区207楼1单元,高风险
836,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,弘善家园L区210号楼,高风险
837,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,嘉多丽园三号楼12F6,高风险
838,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,老君堂村老房北区342,高风险
839,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,老君堂村鑫宝酒店B座,高风险
840,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,丽枫酒店（潘家园十里河地铁站店）,高风险
841,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,吕家营村六道口村168号,高风险
842,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,吕家营村吕营嘉园C区202-9单元,高风险
843,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,吕家营村鑫龙宫公寓248,高风险
844,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,前祁庄175号,高风险
845,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,前祁庄176号,高风险
846,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,十里河村饮马井村临793号B区4排,高风险
847,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,西直河村金枫公寓,高风险
848,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,小武基八站68号,高风险
849,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,小武基北内宿舍25排3号宅基地,高风险
850,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,小武基陈家村19号,高风险
851,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,小武基村北内宿舍19排,高风险
852,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,小武基村陈家村12号,高风险
853,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,小武基村陈家村21号,高风险
854,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,小武基一站296,高风险
855,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,周庄嘉园东里B区11号楼8单元,高风险
856,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,周庄嘉园南里2号楼2单元,高风险
857,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,横街子弘善玉文化中心B座南侧单元,高风险
858,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,横街子化二宿舍22、23、33、34、35、43、44、45、46、47排,高风险
859,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,弘善家园E区107号楼,高风险
860,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,横街子横街子村上苑小区1045号,高风险
861,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,弘善家园第二社区弘善家园H区315号楼,高风险
862,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,弘善家园第三社区弘善家园P区117号楼,高风险
863,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,十八里店第一社区周家庄中路20号院6号楼1单元,高风险
864,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,小武基村40号,高风险
865,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,横街子村汽修大院3排5号,高风险
866,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,横街子化二宿舍36、37、48、49、50、51、52、53、54排,高风险
867,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,弘善家园二社区301号楼,高风险
868,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,小武基千禧祥和宿舍,高风险
869,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,十里河村安歆青年社区3店,高风险
870,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,新坐标A2座,高风险
871,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,周家庄村金京青年社区,高风险
872,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,十里河村纸盒厂宿舍西3排,高风险
873,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,吕家营星通万达公寓,高风险
874,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,横街子花墙子73号,高风险
875,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,吕家营六道口村265号及所在胡同,高风险
876,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,吕家营六道口217号,高风险
877,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,吕家营五斗村23号,高风险
878,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,横街子村临甲2号17排,高风险
879,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,吕家营南里168号,高风险
880,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,吕家营乐乎公寓,高风险
881,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,吕家营613号西院,高风险
882,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,周家庄村乐乎公寓,高风险
883,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,十里河村佰汇乐乎青年社区,高风险
884,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,横街子村滨河路临3号1047号上苑公寓,高风险
885,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,前祁庄81号,高风险
886,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,饮马井蜗居,高风险
887,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,周家庄中路19号院6号楼1单元,高风险
888,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,老君堂社区绿洲家园17号楼,高风险
889,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,老君堂村西区楼房64号宅基地,高风险
890,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,横街子村弘善玉文化A、B座公寓,高风险
891,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,横街子村横街子30号,高风险
892,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,老君堂村老村南区224号,高风险
893,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,周家庄村东盈苑小区2号楼1单元,高风险
894,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,弘善寺社区饮马井45号速八酒店,高风险
895,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,老君堂社区绿洲家园12号楼2单元,高风险
896,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,吕家营村468号,高风险
897,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,吕家营村442号,高风险
898,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,吕家营村六道口162号,高风险
899,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,弘善一社区弘善家园变电站,高风险
900,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,十里河村289号,高风险
901,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,十里河村饮马井村临60号2排1号,高风险
902,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,老君堂村老君堂西区楼房77号,高风险
903,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,老君堂社区绿洲家园19号楼2单元,高风险
904,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,弘善二社区弘善家园315号楼,高风险
905,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,弘善三社区弘善家园117号楼,高风险
906,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,弘善三社区弘善家园107号楼,高风险
907,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,老君堂社区优选99酒店,高风险
908,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,山水中西园社区山水中园5-8,高风险
909,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,周庄嘉园一社区周家庄中路19号院6号楼1单元,高风险
910,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,大洋路市场162号,高风险
911,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,十里河村饮马井村临328号,高风险
912,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,吕家营村吕营嘉园A区2号楼4单元,高风险
913,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,十里河村十里河美联居尚,高风险
914,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,十八里店一社区周庄嘉园20号院13号楼2单元,高风险
915,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,小武基村万家村12号,高风险
916,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,弘善家园第二社区C区303号楼,高风险
917,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,祁庄社区后祁庄100号,高风险
918,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,祁庄社区前祁庄129号,高风险
919,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,吕家营村吕营嘉园C区210号楼3单元,高风险
920,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,老君堂村武警部队家属院3号楼2单元,高风险
921,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,横街子村张家店村75号,高风险
922,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,十里河村饮马井蜗居107号,高风险
923,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,十里河村饮马井809号,高风险
924,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,十里河村374号,高风险
925,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,周家庄村周庄嘉园东里11号楼2单元,高风险
926,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,西直河村王家村66号,高风险
927,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,西直河村半壁店村41号,高风险
928,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,西直河村王家村281号,高风险
929,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,西直河村王家村289号,高风险
930,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,西直河村王家村139号,高风险
931,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,西直河村王家村64号,高风险
932,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,西直河村西直河45号,高风险
933,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,西直河村王家村243号,高风险
934,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,吕家营村姚家屯113号,高风险
935,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,弘善三社区弘善家园116号楼,高风险
936,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,吕家营村美天泰阳公寓,高风险
937,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,吕家营村五斗村20号,高风险
938,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,横街子村汽修大院6排,高风险
939,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,横街子村化二宿舍12排,高风险
940,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,西直河村五洲豪美酒店,高风险
941,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,老君堂村老君堂村楼房114号,高风险
942,2022-11-28 11时,北京市,朝阳区,十八里店（地区）乡,老君堂村老君堂村楼房86号,高风险
943,2022-11-28 11时,北京市,朝阳区,平房（地区）乡,星河湾社区朗园9号楼二单元,高风险
944,2022-11-28 11时,北京市,朝阳区,平房（地区）乡,石各庄村,高风险
945,2022-11-28 11时,北京市,朝阳区,平房（地区）乡,平房村,高风险
946,2022-11-28 11时,北京市,朝阳区,东坝（地区）乡,速八酒店（北京东坝超新嘉园商业街店）朝新家园东里五区18号楼1-4层,高风险
947,2022-11-28 11时,北京市,朝阳区,东坝（地区）乡,东坝乡东晓景村禾苗公寓,高风险
948,2022-11-28 11时,北京市,朝阳区,东坝（地区）乡,东坝乡环卫中心南区,高风险
949,2022-11-28 11时,北京市,朝阳区,东坝（地区）乡,金泰丽富嘉园30号院6号楼1单元,高风险
950,2022-11-28 11时,北京市,朝阳区,东坝（地区）乡,金泰丽富嘉园30号院8号楼1单元,高风险
951,2022-11-28 11时,北京市,朝阳区,东坝（地区）乡,管庄路30号院华瀚福园A区4号楼一单元,高风险
952,2022-11-28 11时,北京市,朝阳区,东坝（地区）乡,富东嘉园小区,高风险
953,2022-11-28 11时,北京市,朝阳区,金盏（地区）乡,金盏嘉园D区,高风险
954,2022-11-28 11时,北京市,朝阳区,太阳宫（地区）乡,牛王庙村五里沟106号,高风险
955,2022-11-28 11时,北京市,朝阳区,太阳宫（地区）乡,芍药居2号院3号楼1单元,高风险
956,2022-11-28 11时,北京市,朝阳区,太阳宫（地区）乡,芍药居4号院1号楼2单元,高风险
957,2022-11-28 11时,北京市,朝阳区,太阳宫（地区）乡,芍药居北里317号楼5单元,高风险
958,2022-11-28 11时,北京市,朝阳区,太阳宫（地区）乡,芍药居北里320号楼5单元,高风险
959,2022-11-28 11时,北京市,朝阳区,太阳宫（地区）乡,芍药居吉利家园3号楼,高风险
960,2022-11-28 11时,北京市,朝阳区,太阳宫（地区）乡,芍药居甲2号院6号楼1单元,高风险
961,2022-11-28 11时,北京市,朝阳区,太阳宫（地区）乡,圣馨家园1号楼2单元,高风险
962,2022-11-28 11时,北京市,朝阳区,太阳宫（地区）乡,太阳宫二街三号院红玺台6号楼,高风险
963,2022-11-28 11时,北京市,朝阳区,太阳宫（地区）乡,牛王庙村东坝河47号,高风险
964,2022-11-28 11时,北京市,朝阳区,太阳宫（地区）乡,牛王庙村五里沟93号,高风险
965,2022-11-28 11时,北京市,朝阳区,太阳宫（地区）乡,芍药居203号楼,高风险
966,2022-11-28 11时,北京市,朝阳区,太阳宫（地区）乡,芍药居2号院4号楼4单元,高风险
967,2022-11-28 11时,北京市,朝阳区,太阳宫（地区）乡,太阳公元南区5号楼2单元,高风险
968,2022-11-28 11时,北京市,朝阳区,太阳宫（地区）乡,太阳宫二街三号院红玺台10号楼2单元,高风险
969,2022-11-28 11时,北京市,朝阳区,太阳宫（地区）乡,新纪家园5号楼,高风险
970,2022-11-28 11时,北京市,朝阳区,太阳宫（地区）乡,芍药居北里210号楼,高风险
971,2022-11-28 11时,北京市,朝阳区,太阳宫（地区）乡,尚家楼路2号院（裘马都）4号楼,高风险
972,2022-11-28 11时,北京市,朝阳区,太阳宫（地区）乡,芍药居北里222号楼B座,高风险
973,2022-11-28 11时,北京市,朝阳区,太阳宫（地区）乡,芍药居北里222号楼A座,高风险
974,2022-11-28 11时,北京市,朝阳区,太阳宫（地区）乡,芍药居北里205号楼,高风险
975,2022-11-28 11时,北京市,朝阳区,太阳宫（地区）乡,芍药居5号院11号楼2单元,高风险
976,2022-11-28 11时,北京市,朝阳区,太阳宫（地区）乡,太阳宫新纪家园1号楼,高风险
977,2022-11-28 11时,北京市,朝阳区,太阳宫（地区）乡,万芳景轩6号楼4单元,高风险
978,2022-11-28 11时,北京市,朝阳区,太阳宫（地区）乡,军威酒店式公寓主楼,高风险
979,2022-11-28 11时,北京市,朝阳区,太阳宫（地区）乡,世奥国际大厦B座,高风险
980,2022-11-28 11时,北京市,朝阳区,太阳宫（地区）乡,芍药居北里104号楼2单元,高风险
981,2022-11-28 11时,北京市,朝阳区,太阳宫（地区）乡,芍药居北里116号楼2单元,高风险
982,2022-11-28 11时,北京市,朝阳区,太阳宫（地区）乡,芍药居18号楼,高风险
983,2022-11-28 11时,北京市,朝阳区,太阳宫（地区）乡,芍药居14号院3号楼3单元,高风险
984,2022-11-28 11时,北京市,朝阳区,太阳宫（地区）乡,太阳宫二街三号院红玺台5号楼,高风险
985,2022-11-28 11时,北京市,朝阳区,太阳宫（地区）乡,芍药居5号院9楼1单元,高风险
986,2022-11-28 11时,北京市,朝阳区,太阳宫（地区）乡,西坝河东里二号院国际村4号楼1单元,高风险
987,2022-11-28 11时,北京市,朝阳区,太阳宫（地区）乡,芍药居北里320号楼4单元,高风险
988,2022-11-28 11时,北京市,朝阳区,太阳宫（地区）乡,芍药居北里320号楼6单元,高风险
989,2022-11-28 11时,北京市,朝阳区,太阳宫（地区）乡,芍药居北里207号楼,高风险
990,2022-11-28 11时,北京市,朝阳区,太阳宫（地区）乡,万方景轩甲6号5单元,高风险
991,2022-11-28 11时,北京市,朝阳区,太阳宫（地区）乡,太阳宫一街太阳公元北区1号楼4单元,高风险
992,2022-11-28 11时,北京市,朝阳区,太阳宫（地区）乡,芍药居北里305号楼,高风险
993,2022-11-28 11时,北京市,朝阳区,太阳宫（地区）乡,芍药居北里314号楼,高风险
994,2022-11-28 11时,北京市,朝阳区,太阳宫（地区）乡,北京新云南皇冠假日酒店,高风险
995,2022-11-28 11时,北京市,朝阳区,太阳宫（地区）乡,芍药居北里307号楼2单元,高风险
996,2022-11-28 11时,北京市,朝阳区,大屯街道,世纪村三区2号楼,高风险
997,2022-11-28 11时,北京市,朝阳区,大屯街道,浩运园3号楼,高风险
998,2022-11-28 11时,北京市,朝阳区,大屯街道,嘉铭桐城C区4号楼,高风险
999,2022-11-28 11时,北京市,朝阳区,大屯街道,秀园16号楼,高风险
1000,2022-11-28 11时,北京市,朝阳区,大屯街道,亚运豪庭A座,高风险
1001,2022-11-28 11时,北京市,朝阳区,大屯街道,育慧里1区1号楼,高风险
1002,2022-11-28 11时,北京市,朝阳区,大屯街道,小营北路23号院-7,高风险
1003,2022-11-28 11时,北京市,朝阳区,大屯街道,北苑路86号院甲209号时光漫步S酒店,高风险
1004,2022-11-28 11时,北京市,朝阳区,大屯街道,金泉家园2号楼3单元,高风险
1005,2022-11-28 11时,北京市,朝阳区,大屯街道,亚运豪庭B座,高风险
1006,2022-11-28 11时,北京市,朝阳区,大屯街道,亚运豪庭C座,高风险
1007,2022-11-28 11时,北京市,朝阳区,大屯街道,育慧西里3号楼5单元,高风险
1008,2022-11-28 11时,北京市,朝阳区,奥运村街道,拂林园社区天朗园A座,高风险
1009,2022-11-28 11时,北京市,朝阳区,奥运村街道,万科星园14号楼,高风险
1010,2022-11-28 11时,北京市,朝阳区,奥运村街道,天居园8号楼,高风险
1011,2022-11-28 11时,北京市,朝阳区,奥运村街道,南沙滩66号院3号楼4单元,高风险
1012,2022-11-28 11时,北京市,朝阳区,奥运村街道,白庙路甲1号4单元,高风险
1013,2022-11-28 11时,北京市,朝阳区,奥运村街道,万科星元小区1号楼,高风险
1014,2022-11-28 11时,北京市,朝阳区,奥运村街道,冠军城3号楼4单元,高风险
1015,2022-11-28 11时,北京市,朝阳区,奥运村街道,冠军城4号楼,高风险
1016,2022-11-28 11时,北京市,朝阳区,奥运村街道,融域嘉园1号楼4单元,高风险
1017,2022-11-28 11时,北京市,朝阳区,奥运村街道,国奥村东区C6-4,高风险
1018,2022-11-28 11时,北京市,朝阳区,来广营（地区）乡,广华居13号楼1单元,高风险
1019,2022-11-28 11时,北京市,朝阳区,来广营（地区）乡,花语城1号楼1单元,高风险
1020,2022-11-28 11时,北京市,朝阳区,来广营（地区）乡,龙菲七天酒店,高风险
1021,2022-11-28 11时,北京市,朝阳区,来广营（地区）乡,清友园社区7号楼,高风险
1022,2022-11-28 11时,北京市,朝阳区,来广营（地区）乡,盛海公寓,高风险
1023,2022-11-28 11时,北京市,朝阳区,来广营（地区）乡,蕴实园10号楼4单元,高风险
1024,2022-11-28 11时,北京市,朝阳区,来广营（地区）乡,筑华年5号楼1单元,高风险
1025,2022-11-28 11时,北京市,朝阳区,来广营（地区）乡,北京会议中心希尔顿欢朋酒店,高风险
1026,2022-11-28 11时,北京市,朝阳区,来广营（地区）乡,北纬40度二期5号楼2单元,高风险
1027,2022-11-28 11时,北京市,朝阳区,来广营（地区）乡,恒大名都3号楼1单元,高风险
1028,2022-11-28 11时,北京市,朝阳区,来广营（地区）乡,金源雨林宾馆,高风险
1029,2022-11-28 11时,北京市,朝阳区,来广营（地区）乡,来春园10号楼1单元,高风险
1030,2022-11-28 11时,北京市,朝阳区,来广营（地区）乡,立清路6号院3号楼2单元,高风险
1031,2022-11-28 11时,北京市,朝阳区,来广营（地区）乡,梦创公寓,高风险
1032,2022-11-28 11时,北京市,朝阳区,来广营（地区）乡,明天生活馆,高风险
1033,2022-11-28 11时,北京市,朝阳区,来广营（地区）乡,清河营东路5号院1号楼,高风险
1034,2022-11-28 11时,北京市,朝阳区,来广营（地区）乡,润泽公馆352号楼3单元,高风险
1035,2022-11-28 11时,北京市,朝阳区,来广营（地区）乡,山水蓝维小区35号楼,高风险
1036,2022-11-28 11时,北京市,朝阳区,来广营（地区）乡,望春园2号楼,高风险
1037,2022-11-28 11时,北京市,朝阳区,来广营（地区）乡,望春园3号楼,高风险
1038,2022-11-28 11时,北京市,朝阳区,来广营（地区）乡,广华居19号楼,高风险
1039,2022-11-28 11时,北京市,朝阳区,来广营（地区）乡,绣菊园南区20号楼,高风险
1040,2022-11-28 11时,北京市,朝阳区,来广营（地区）乡,红军营甲2号院2号楼2单元,高风险
1041,2022-11-28 11时,北京市,朝阳区,来广营（地区）乡,北卫新园11号楼5单元,高风险
1042,2022-11-28 11时,北京市,朝阳区,来广营（地区）乡,城锦苑小区5号楼1单元,高风险
1043,2022-11-28 11时,北京市,朝阳区,来广营（地区）乡,新北路19号11号楼A楼,高风险
1044,2022-11-28 11时,北京市,朝阳区,来广营（地区）乡,新北路19号3号楼,高风险
1045,2022-11-28 11时,北京市,朝阳区,来广营（地区）乡,立城苑3号楼7单元,高风险
1046,2022-11-28 11时,北京市,朝阳区,来广营（地区）乡,青年城小区1号楼3单元,高风险
1047,2022-11-28 11时,北京市,朝阳区,来广营（地区）乡,金龙公寓,高风险
1048,2022-11-28 11时,北京市,朝阳区,来广营（地区）乡,世华泊郡小区11号楼2单元,高风险
1049,2022-11-28 11时,北京市,朝阳区,来广营（地区）乡,华贸城9号院4号楼,高风险
1050,2022-11-28 11时,北京市,朝阳区,来广营（地区）乡,塞纳河酒店立水桥店,高风险
1051,2022-11-28 11时,北京市,朝阳区,来广营（地区）乡,明天第一城6号院3号楼3单元,高风险
1052,2022-11-28 11时,北京市,朝阳区,来广营（地区）乡,莲葩园小区3号楼,高风险
1053,2022-11-28 11时,北京市,朝阳区,将台（地区）乡,芳园南里1号楼3单元,高风险
1054,2022-11-28 11时,北京市,朝阳区,将台（地区）乡,将府家园小区108号楼,高风险
1055,2022-11-28 11时,北京市,朝阳区,将台（地区）乡,将府锦苑2号院3号楼2单元,高风险
1056,2022-11-28 11时,北京市,朝阳区,将台（地区）乡,将府锦苑2号院5号楼2单元,高风险
1057,2022-11-28 11时,北京市,朝阳区,将台（地区）乡,将府自如寓,高风险
1058,2022-11-28 11时,北京市,朝阳区,将台（地区）乡,将府家园小区103号楼8单元,高风险
1059,2022-11-28 11时,北京市,朝阳区,将台（地区）乡,将府锦苑5号院1号楼2单元,高风险
1060,2022-11-28 11时,北京市,朝阳区,将台（地区）乡,将府锦苑5号院5号楼1单元,高风险
1061,2022-11-28 11时,北京市,朝阳区,将台（地区）乡,酒仙桥村5号楼3单元,高风险
1062,2022-11-28 11时,北京市,朝阳区,将台（地区）乡,丽都壹号1号楼1单元,高风险
1063,2022-11-28 11时,北京市,朝阳区,将台（地区）乡,丽都壹号1号楼5单元,高风险
1064,2022-11-28 11时,北京市,朝阳区,将台（地区）乡,丽都壹号3号楼5单元,高风险
1065,2022-11-28 11时,北京市,朝阳区,将台（地区）乡,丽都壹号7号楼1单元,高风险
1066,2022-11-28 11时,北京市,朝阳区,将台（地区）乡,丽都壹号8号楼8单元,高风险
1067,2022-11-28 11时,北京市,朝阳区,将台（地区）乡,梵谷水郡社区11号楼,高风险
1068,2022-11-28 11时,北京市,朝阳区,将台（地区）乡,东昌利华生活公寓A座,高风险
1069,2022-11-28 11时,北京市,朝阳区,将台（地区）乡,阳光上东C区9号楼6单元,高风险
1070,2022-11-28 11时,北京市,朝阳区,将台（地区）乡,将台丽都壹号8号楼7单元,高风险
1071,2022-11-28 11时,北京市,朝阳区,将台（地区）乡,安家楼村78号,高风险
1072,2022-11-28 11时,北京市,朝阳区,将台（地区）乡,将府锦苑3号院1号楼1单元,高风险
1073,2022-11-28 11时,北京市,朝阳区,将台（地区）乡,将府锦苑3号院1号楼2单元,高风险
1074,2022-11-28 11时,北京市,朝阳区,将台（地区）乡,滨河一号小区204号楼6单元,高风险
1075,2022-11-28 11时,北京市,朝阳区,将台（地区）乡,卡布其诺小区121号楼5单元,高风险
1076,2022-11-28 11时,北京市,朝阳区,将台（地区）乡,东申公寓,高风险
1077,2022-11-28 11时,北京市,朝阳区,将台（地区）乡,东昌利华生活公寓B座,高风险
1078,2022-11-28 11时,北京市,朝阳区,将台（地区）乡,梵谷水郡社区3号楼、4号楼,高风险
1079,2022-11-28 11时,北京市,朝阳区,崔各庄（地区）乡,东洲家园1号楼4单元,高风险
